UKPRN,EstablishmentName
10074414,St Francis Catholic Primary School
10080266,St Francis Catholic Primary School
10076870,"St Francis Catholic Primary School, Braintree"
10072682,"St Francis Catholic Primary School, Goosnargh"
10076869,"St Francis Catholic Primary School, Maldon"
10078654,"St Francis Catholic Primary School, Morley"
10053778,"St Francis Catholic Primary School, South Ascot"
10071025,St Francis Church of England Aided Junior School
10061393,St Francis Church of England Aided Primary School and Nursery
10070415,St Francis Church of England Primary School
10079365,St Francis Church of England Primary School
10079186,St Francis CofE Primary School
10064726,St Francis CofE Primary School
10009901,St Francis College
10078354,St Francis de Sales Catholic Infant and Nursery School
10075011,St Francis de Sales Catholic Junior School
10079603,St Francis de Sales RC Infant School
10071641,St Francis de Sales RC Junior School
10074486,St Francis of Assisi Catholic Primary School
10079979,St Francis of Assisi Catholic Primary School
10056130,St Francis of Assisi Catholic Primary School
10076034,"St Francis of Assisi Catholic Primary School, Crawley"
10006160,St Francis of Assisi Catholic Technology College
10083898,St Francis of Assisi Church of England Primary School
10071707,St Francis RC Primary School
10070756,St Francis RC Primary School
10032141,St Francis School
10017640,St Francis Special School
,St Francis V.A. Primary School
,St Francis V.R.C. School
10078685,St Francis Xavier Catholic Primary School
10049322,St Francis Xavier Catholic Primary School
10083496,St Francis Xavier School - a Joint Catholic and Church of England Voluntary Academy
10008007,St Francis Xavier Sixth Form College
10037859,St Francis Xavier's College
10076845,St Francis Xavier's Primary School
10084211,St Francis' Catholic Primary School
10072733,"St Francis' Catholic Primary School, Maidstone"
,St Gabriel & Raphael R.C.P. School
10078696,St Gabriel's Catholic Primary School
10070199,St Gabriel's Catholic Primary School
10080270,St Gabriel's Catholic Primary School
10068562,St Gabriel's Church of England Primary School
10073447,St Gabriel's Church of England Primary School
10081090,St Gabriel's CofE Academy
10071432,St Gabriel's CofE Primary School
10083599,St Gabriel's CofE Primary School
,St Gabriel's R.C. Primary School
10016980,St Gabriel's RC High School
10070726,"St Gabriel's Roman Catholic Primary School, Rochdale"
10006162,St Gabriel's School
10043101,St George and St Martin's Catholic Academy
10079433,St George and St Teresa Catholic Primary School
10075783,St George Church of England Primary School
,St George Controlled Primary School
10079315,St George the Martyr Church of England Primary School
10029212,St George's Academy
10077399,St George's Beneficial Church of England (Voluntary Controlled) Primary School
10071706,St George's Cathedral Catholic Primary School
10071645,St George's Catholic Primary School
10074978,St George's Catholic Primary School
10076840,St George's Catholic Primary School
10080898,St George's Catholic Primary School
10080307,St George's Catholic Primary School - a Catholic voluntary academy
10084130,St George's Catholic Primary School - a Catholic Voluntary Academy
10076023,"St George's Catholic Primary School, Warminster"
10080281,St George's Catholic School
10040659,St George's Catholic School
10038168,St George's Catholic Voluntary Academy
10080360,St George's Church of England (VA) Infant and Nursery School
10039908,"St George's Church of England Academy, Newtown"
10079258,St George's Church of England Aided Primary School
10079320,"St George's Church of England Community Primary School, Gainsborough"
10006163,St George's Church of England Foundation School
10078328,St George's Church of England Infant School
10074723,St George's Church of England Primary School
10079353,St George's Church of England Primary School
10075549,St George's Church of England Primary School
10040593,St George's Church of England Primary School
10068365,St George's Church of England Primary School
10080258,"St George's Church of England Primary School, Chorley"
10070998,"St George's Church of England Primary School, Great Bromley"
10073805,"St George's Church of England Primary School, Langton Matravers"
10073814,"St George's Church of England School, Bourton"
10078871,St George's Church of England Voluntary Controlled Primary School
10067552,"St George's CofE Academy, Clun"
10071056,St George's CofE Controlled Primary School
10083007,St George's CofE First School and Nursery
10042709,St George's CofE Primary Academy
10074008,St George's CofE Primary School
10068554,St George's CofE Primary School
10068529,St George's CofE Primary School
10074948,St George's CofE Primary School
10070384,St George's CofE Primary School
10080482,St George's CofE Primary School
10063708,St George's CofE Primary School
10067235,St George's CofE Primary School
10065141,St George's CofE Primary School and Nursery
10075894,St George's CofE School
10017054,St George's College Weybridge
10075598,St George's Community Primary School
10074717,St George's Hanover Square CofE Primary School
10007782,St George's Hospital Medical School
10076449,St George's Infant School and Nursery
,St George's International School Luxembourg
10068465,St George's Junior School
10080498,St George's Junior School Weybridge
10070648,St George's New Town Junior School
,St George's Prep School
10079126,St George's Preparatory School & Little Dragons Preschool
10068736,"St George's Primary & Nursery School, Great Yarmouth"
10082967,St George's Primary Catholic Voluntary Academy
10070127,St George's Primary School
10057876,St George's Primary School
10074458,St George's RC Primary School
10077557,St George's School
10008511,St George's School
10017717,St George's School
10017019,St George's School
10037597,St George's School
10045656,St George's School A Church of England Academy
10017448,St George's School Edgbaston
10057430,"St George's, Bickley, Church of England Primary School"
10057556,St Georges Church School
10054170,St Georges CofE (Aided) Primary School
10070177,St Gerard's Catholic Primary and Nursery School
10042276,St Gerard's Catholic Primary School
10079460,St Gerard's RC Junior and Infant School
10054184,St Gerard's RC Primary School
10006168,St Gerards School Trust
10066987,St Germans Academy
10079823,St Germans Primary School
10070715,St Gilbert's RC Primary School
10080280,St Gildas Catholic Primary School
10071636,St Gildas' Catholic Junior School
10081770,St Giles Academy
10038610,St Giles Catholic Primary School
10068608,St Giles Church of England Primary School
10048246,St Giles Church of England Primary School
10044273,St Giles CofE Academy
10080539,St Giles CofE Primary School
10075456,St Giles CofE Primary School
10063153,St Giles CofE Primary School
10075083,St Giles Junior School
10017521,St Giles School
10017020,St Giles School
,St Giles VC Church in Wales Primary School
10076096,St Giles-on-the-Heath Community School
10047633,St Giles' and St George's Church of England Academy
10072455,St Giles' Church of England Primary School
10079628,St Giles' CofE (Aided) Infant School
10070359,St Giles' CofE Primary School
10084725,St Giles' School
10069774,"St Godric's Roman Catholic Voluntary Aided Primary School, Durham"
10076895,"St Godric's Roman Catholic Voluntary Aided Primary School, Thornley"
10080371,St Gregory and St Patrick's Catholic Infant School
10074221,St Gregory Church of England Voluntary Controlled Primary School
10041018,St Gregory's Catholic Academy
10043944,St Gregory's Catholic Academy
10017463,St Gregory's Catholic High School
10071651,St Gregory's Catholic Primary School
10075001,St Gregory's Catholic Primary School
10074968,St Gregory's Catholic Primary School
10070200,St Gregory's Catholic Primary School
10069819,St Gregory's Catholic Primary School
10049299,St Gregory's Catholic Primary School
10053358,St Gregory's Catholic Primary School
10056136,St Gregory's Catholic Primary School
10061568,St Gregory's Catholic Primary School
10080348,"St Gregory's Catholic Primary School, Chorley"
10045950,"St Gregory's Catholic Primary School, Margate"
10072699,"St Gregory's Catholic Primary School, Preston"
10045187,St Gregory's Catholic School
10055168,St Gregory's Catholic Science College
10073804,"St Gregory's Church of England Primary School, Marnhull"
10084990,"St Gregory's RC Primary School, A Voluntary Academy"
10074436,St Gregory's RC Voluntary Aided Primary School
,St Gwladys Bargoed School
10080205,St Hardulph's Church of England Primary School
10080314,St Hedda's Roman Catholic Primary School
10008558,St Helen and St Katharine
10073259,St Helen Auckland Community Primary School
10080355,St Helen's Catholic Infant School
10034601,St Helen's Catholic Junior School
10078690,St Helen's Catholic Primary School
10049320,St Helen's Catholic Primary School
10080899,St Helen's Catholic Primary School
,St Helen's Catholic Primary School
,St Helen's Catholic Primary School
10075983,St Helen's Catholic School
10041568,St Helen's CE Primary School
10075780,St Helen's Church of England Primary School
10070365,St Helen's Church of England Primary School
10081200,St Helen's Church of England Primary School
10069109,"St Helen's Church of England Primary School, Cliffe"
10068315,St Helen's Church of England School
10077603,St Helen's College
10039586,St Helen's Primary Academy
10077491,St Helen's Primary School
10077144,St Helen's Primary School
10048992,St Helen's Primary School
,St Helen's Primary School
10006177,St Helen's School
10036669,St Helena School
10072038,"St Helena's Church of England Primary School, Willoughby"
10006174,St Helens College
10071874,St Helens Montessori
10069530,St Helens Primary School
10081414,St Herbert's CofE (VA) Primary and Nursery School
10070735,St Herbert's RC School
10034074,St Hilary School
10071094,St Hilary's School
10017541,St Hild's Church of England Voluntary Aided School
10071024,"St Hild's College Church of England Aided Primary School, Durham"
10072033,St Hilda's Ampleforth Church of England Voluntary Controlled Primary School
10006179,St Hilda's Church of England High School
10068691,St Hilda's Church of England Primary School
10068566,St Hilda's CofE Primary School
10084720,St Hilda's CofE Primary School
10080308,St Hilda's Roman Catholic Primary School
10071123,St Hilda's School
10075186,St Hilda's School
10072673,"St Hubert's Roman Catholic Primary School, Great Harwood"
10057681,St Hugh of Lincoln Catholic Primary School
10078722,St Hugh of Lincoln RC Primary School
10075010,St Hugh's Catholic Primary School
10078727,St Hugh's Catholic Primary School
10068567,St Hugh's CofE Primary School
10017505,St Hugh's School
10018537,St Hugh's School
10018713,St Hugh's School
10039398,St Ignatius Catholic Primary School
10006180,St Ignatius College
10071640,St Ignatius RC Primary School
10076061,St Ignatius RC Primary School
10072698,St Ignatius' Catholic Primary School
,St Illtyd Primary School
,ST Illtyd's
,St Illtyd's R.C. Primary School
10013797,St Illtyds R.C. High School
,St Illtyds R.C.Primary School
10078502,St Ippolyts Church of England Aided Primary School
10081205,St Issey Church of England Primary School
,St Ives Child and Family Zone
,St Ives Children's Centre
10035069,St Ives Infant School
10079825,St Ives Junior School
10054993,St Ives Primary & Nursery School
10071091,St Ives School
10045423,St Ives School
10034846,St Ivo Academy
10074001,St James & St John Church of England Primary School
10064800,St James Academy
10071596,St James and Ebrington Church of England Primary School
10071148,St James and St John CofE Primary School
10078736,St James Catholic Primary School
10049286,St James Catholic Primary School
10071580,St James Church of England Controlled Primary School
10078649,St James Church of England Junior School
10039506,St James Church of England Primary Academy
10057709,St James Church of England Primary Academy
10068142,St James Church of England Primary and Nursery School
10074702,St James Church of England Primary School
10048209,St James Church of England Primary School
10048697,St James Church of England Primary School
10074695,"St James Church of England Primary School, Handsworth"
10055690,"St James Church of England Primary School, Hanney"
10040574,St James Church School
10076734,St James CofE Aided Primary School
10074705,St James CofE Primary School
10076737,St James CofE Primary School
10075214,St James CofE Primary School
10068532,"St James CofE Primary School, Ashton-under-Lyne"
10068592,"St James CofE Primary School, Daisy Hill"
10057171,"St James CofE Primary School, Farnworth"
10065504,St James Infant School
10075551,St James Preparatory School
,St James Primary
10069475,St James Primary School
10056447,St James School
10017682,St James Senior Boys' School
10008681,St James Senior Girls' School
10037082,St James the Great Academy
10036666,St James the Great RC Primary and Nursery School
10071708,St James the Great Roman Catholic Primary School
10072653,"St James-the-Less Roman Catholic Primary School, Rawtenstall"
10006183,St James' Catholic High School
10017641,St James' Catholic High School
10069813,St James' Catholic Primary School
10078708,St James' Catholic Primary School Orrell
10072712,"St James' Catholic Primary School, Skelmersdale"
10047524,St James' Church of England Academy
10080361,St James' Church of England Aided Infant School
10071046,St James' Church of England Aided Junior School
10054992,"St James' Church of England First School and Nursery, Alderholt"
10045633,St James' Church of England Primary Academy
10076248,St James' Church of England Primary School
10080243,St James' Church of England Primary School
10061355,St James' Church of England Primary School
10063458,St James' Church of England Primary School
10064813,St James' Church of England Primary School
10064971,St James' Church of England Primary School
10081174,St James' Church of England Primary School
10073446,St James' Church of England Primary School Blackburn
10069041,"St James' Church of England Primary School, Clitheroe"
10068716,St James' Church of England VA Primary School
10079666,St James' Church of England Voluntary Aided Primary School
10080166,St James' Church of England Voluntary Controlled First School
10071369,St James' Church of England Voluntary Controlled Primary School
10045666,St James' CofE Academy
10080372,St James' CofE Infant and Nursery School
10071420,St James' CofE Junior School
10075892,St James' CofE Junior School
10075888,St James' CofE Junior School
10070393,St James' CofE Primary School
10070389,St James' CofE Primary School
10048634,St James' CofE Primary School Gorton
10068573,"St James' CofE Primary School, Birch-in-Rusholme"
10075504,"St James' CofE Primary School, Coldwaltham"
10074431,St James' RC Voluntary Aided Primary School
10036992,St James' Roman Catholic Primary School
10006182,St James' School
10064724,St James's Church of England High School
10074691,St James's CofE Primary School
10074726,St James's Hatcham Church of England Primary School
10070148,St James's Roman Catholic Primary School
10074966,St Jerome's Catholic Primary School
10049318,St Joachim's Catholic  Primary School
10075991,St Joan of Arc RC Primary School
10079450,St John and Monica Catholic Primary School
10040594,St John and St Francis Church School
10073978,St John and St James CofE Primary School
10069457,St John and St James CofE Primary School
10008847,St John Baptist C.I.W. High School
10074725,St John Baptist Southend Church of England Primary School
10006188,St John Bosco Arts College
10079439,St John Bosco Catholic Primary School
10074964,St John Bosco Catholic Primary School
10070755,St John Bosco RC Primary School
10074422,St John Bosco Roman Catholic Voluntary Aided Primary School
10083666,St John Boste Catholic Primary School
10083209,St John Catholic Primary School
10072438,St John Church of England Voluntary Controlled Primary School Danbury
10071396,"St John CofE Primary School, Kearsley"
10075994,St John Evangelist RC Primary School
10041019,St John Fisher and Thomas More Catholic Primary School
10045642,St John Fisher Catholic College
10006189,St John Fisher Catholic Comprehensive School
10017023,St John Fisher Catholic High School
10006193,St John Fisher Catholic High School
10006190,St John Fisher Catholic High School
10071663,St John Fisher Catholic Primary School
10071652,St John Fisher Catholic Primary School
10079464,St John Fisher Catholic Primary School
10075029,St John Fisher Catholic Primary School
10070176,St John Fisher Catholic Primary School
10076866,St John Fisher Catholic Primary School
10053359,St John Fisher Catholic Primary School
10082966,St John Fisher Catholic Primary School
10041020,"St John Fisher Catholic Primary School, Littlemore"
10038458,St John Fisher Catholic Voluntary Academy
10047640,St John Fisher Catholic Voluntary Academy
10042937,"St John Fisher Primary, A Catholic Voluntary Academy"
10079504,St John Fisher RC Primary School
10078171,"St John Fisher RC Primary School, Denton"
10076825,St John Fisher Roman Catholic Primary School
10070720,"St John Fisher Roman Catholic Primary School, Rochdale"
10013878,St John Lloyd R C School
,St John Lloyd R.C. Primary School
10083612,St John of Beverley Catholic Primary School - a Catholic voluntary academy
10079306,St John of Jerusalem Church of England Primary School
10006194,"St John Payne Catholic School, Chelmsford"
10039683,St John Plessington Catholic College
10041021,St John Rigby Catholic Primary School
10006195,St John Rigby RC Sixth Form College
10037768,St John Roman Catholic Primary School
10072663,"St John Southworth Roman Catholic Primary School, Nelson"
10057650,"St John the Baptist Catholic Comprehensive School, Woking"
10079429,St John the Baptist Catholic Primary School
10076889,St John the Baptist Catholic Primary School
10076856,"St John the Baptist Catholic Primary School, Andover"
10071419,St John the Baptist Church of England Junior School
10071573,St John the Baptist Church of England Primary School
10071564,St John the Baptist Church of England Primary School
10070988,St John the Baptist Church of England Voluntary Aided Primary School Pebmarsh
10069825,St John the Baptist Church of England Voluntary Controlled Primary School
10075809,St John the Baptist CofE (Controlled) Primary School and Nursery
10080178,St John the Baptist CofE Primary School
10075469,St John the Baptist CofE Primary School
10085011,"St John the Baptist RC Primary School, a Voluntary Academy"
10045632,"St John the Baptist Roman Catholic Primary School, Dartmouth"
10072670,"St John the Baptist Roman Catholic Primary School, Padiham"
10079308,St John the Baptist Voluntary Aided Church of England Primary School
10070374,St John the Baptist Voluntary Aided Church of England Primary School
10074030,St John the Divine Church of England Primary School
10078333,St John the Evangelist C.E. Nursery and Infant Sch
10043102,St John the Evangelist Catholic Primary
10056144,St John the Evangelist Catholic Primary School
10057179,St John the Evangelist Catholic Primary School
10057262,St John the Evangelist Church School
10074275,St John the Evangelist CofE Primary School Macclesfield
10079197,St John the Evangelist CofE VA Primary School
10070776,"St John the Evangelist RC Primary School, Bromley Cross, Bolton"
10074991,St John Vianney Catholic Primary School
10084119,St John Vianney Catholic Primary School
10071635,St John Vianney RC Primary School
10074456,St John Vianney RC Primary School
10078155,St John Vianney RC Primary School
,St John Vianney RC Primary School and Children's Centre
10017770,St John Vianney School
10072707,St John Vianney's Catholic Primary School
10017757,St John Wall Catholic School
10074161,St John with St Mark CofE Primary School
10072047,"St John with St Michael Church of England Primary School, Shawforth"
10075997,St John XXIII Catholic Primary School
10035499,"St John's (CofE) Primary Academy, Clifton"
10039356,St John's & St Peter's CofE Academy
10071434,St John's and St Clement's Church of England Primary School
,St John's and St Clement's Primary School Co Hearing Impaired Unit
10069854,St John's Angell Town Church of England Primary School
10018734,St John's Beaumont School
10065194,St John's C of E Academy
10073966,St John's C of E Primary School
10043643,St John's Cathedral Catholic Primary School
10006200,St John's Catholic Comprehensive
10067920,St John's Catholic Infant School
10074956,St John's Catholic Junior School
10074404,St John's Catholic Primary School
10080292,St John's Catholic Primary School
10076037,St John's Catholic Primary School
10069440,St John's Catholic Primary School
10045631,St John's Catholic Primary School
10053369,St John's Catholic Primary School
10081478,"St John's Catholic Primary School, Banbury"
10080340,"St John's Catholic Primary School, Burscough"
10045630,"St John's Catholic Primary School, Camborne"
10053098,"St John's Catholic Primary School, Gravesend"
10072684,"St John's Catholic Primary School, Poulton-le-Fylde"
10072714,"St John's Catholic Primary School, Skelmersdale"
10076026,"St John's Catholic Primary School, Trowbridge"
10006283,St John's Catholic School for the Deaf (Boston Spa)
10070841,St John's Chapel Primary School
,St John's Children's Centre & Extended School
10037234,St John's Church of England Academy
10047184,St John's Church of England Academy
10077410,"St John's Church of England Aided Primary School, Shildon"
10048991,"St John's Church of England First School, Wimborne"
10079680,St John's Church of England Infant and Nursery School
10053759,St John's Church of England Infant School
10040242,St John's Church of England Middle School Academy
10045927,St John's Church of England Primary Academy
10074018,St John's Church of England Primary School
10068606,St John's Church of England Primary School
10074282,St John's Church of England Primary School
10071403,St John's Church of England Primary School
10071389,St John's Church of England Primary School
10073757,St John's Church of England Primary School
10072375,St John's Church of England Primary School
10069120,St John's Church of England Primary School
10076306,St John's Church of England Primary School
10042001,St John's Church of England Primary School
10045207,St John's Church of England Primary School
10053706,St John's Church of England Primary School
10056145,St John's Church of England Primary School
10064041,St John's Church of England Primary School
10081940,St John's Church of England Primary School
10048322,"St John's Church of England Primary School, Abram"
10048319,"St John's Church of England Primary School, Hindley Green"
10066644,"St John's Church of England Primary School, Lacey Green"
10066831,"St John's Church of England Primary School, Radcliffe"
10078481,"St John's Church of England Primary School, Sevenoaks"
10074763,"St John's Church of England Primary School, Tisbury"
10078783,"St John's Church of England Voluntary Aided First School, Frome"
10068624,St John's Church of England Voluntary Aided Junior and Infant School
10070416,St John's Church of England Voluntary Aided Primary School
10074298,"St John's Church of England Voluntary Aided Primary School, Ipswich"
10078345,St John's Church of England Voluntary Controlled Infant School
10079648,St John's Church of England Voluntary Controlled Infants School
10067213,"St John's Church of England Voluntary Controlled Primary School, Buckhurst Hill"
10072457,"St John's Church of England Voluntary Controlled Primary School, Colchester"
10070489,St John's Church School
10079332,St John's CofE (A) Primary School
10079342,St John's CofE (C) Primary School
10075806,St John's CofE (C) Primary School
10054991,St John's CofE Academy
10079630,St John's CofE Aided Infant School
10076736,St John's CofE Aided Primary School
10066645,St John's CofE First School
10073991,St John's CofE Junior Mixed and Infant School
10057711,St John's CofE Primary Academy
10073990,St John's CofE Primary School
10074711,St John's CofE Primary School
10074708,St John's CofE Primary School
10079881,St John's CofE Primary School
10068556,St John's CofE Primary School
10068664,St John's CofE Primary School
10070462,St John's CofE Primary School
10033115,St John's CofE Primary School
10077369,St John's CofE Primary School
10077941,St John's CofE Primary School
10077938,St John's CofE Primary School
10039977,St John's CofE Primary School
10044319,St John's CofE Primary School
10062880,St John's CofE Primary School
10065142,St John's CofE Primary School
10065957,St John's CofE Primary School
10077430,St John's CofE Primary School and Nursery
10068655,St John's CofE Primary School Mosley Common
10073464,"St John's CofE Primary School, Cliviger"
10068535,"St John's CofE Primary School, Dukinfield"
10064456,St John's CofE School
10072368,St John's CofE School Stanmore
10008513,St John's College
10018658,St John's College School
10072536,St John's Community Primary School and Nursery
10073233,St John's Green Primary School
10074287,St John's Highbury Vale CofE Primary School
10038597,St John's Marlborough
10075932,St John's Mead Church of England Primary School
10017753,St John's Preparatory and Senior School
10048953,St John's Primary Academy
10077458,St John's Primary and Nursery School
10072883,St John's Primary School
10075298,St John's Primary School
,St John's Primary School
10041810,St John's Primary School
10044067,St John's Primary School
10082383,St John's Primary School
,St John's Primary School and Sure Start Children's Centre
10039605,St John's Primary School In Rishworth
10080513,St John's Priory School
10070745,St John's RC Primary School
10017742,St John's RC School (Essex)
10071703,St John's Roman Catholic Primary School
10070725,"St John's Roman Catholic Primary School, Rochdale"
10018687,St John's School
10017423,St John's School
10017620,St John's School
10042866,St John's School
,St John's School
10035201,St John's School
10035805,St John's School & Sixth Form College - A Catholic Academy
10008512,"St John's School, Leatherhead"
10078866,St John's Stonefold CofE Primary School
10079300,St John's Upper Holloway CofE Primary School
10068678,"St John's VA Church of England Primary School, Thornham"
10070372,"St John's Voluntary Aided Church of England Primary School, Lemsford"
10074722,St John's Walworth Church of England Primary School
10080803,St John's Wood Pre-Preparatory School
10070419,"St John's, Gosport Church of England Voluntary Aided Primary School"
10079922,St Johns Church of England Primary School
10071358,"St Johns Church of England Primary School, Clifton"
10013786,St Johns College
10069385,St Johns Primary School
,St Johns the Baptist V.A. Primary School
10079303,St Johns Walham Green Church of England Primary School
10070772,St Joseph and St Bede RC Primary School
10080285,St Joseph and St Teresa Catholic Primary School
10078684,St Joseph and St Teresa's Catholic Primary School
10080276,St Joseph and St Theresa Catholic Primary
10076833,St Joseph Catholic Primary School
10071661,St Joseph RC Junior School
10076872,St Joseph the Worker Catholic Primary School
10080464,St Joseph the Worker Catholic Primary School
10070712,St Joseph the Worker RC Primary School
10008974,St Joseph's  R.C.High School
10041054,St Joseph's and St Gregory's Catholic Primary School
,St Joseph's Cathedral Primary School
10042275,St Joseph's Catholic Academy
10082193,St Joseph's Catholic Academy
10043110,"St Joseph's Catholic Academy, Goldenhill"
10025525,St Joseph's Catholic and Anglican Secondary School
10079172,St Joseph's Catholic and CofE (VA) Primary School
10034811,St Joseph's Catholic College
10061806,St Joseph's Catholic High School
10017629,"St Joseph's Catholic High School, Business and Enterprise College"
10078364,St Joseph's Catholic Infant School
10078318,St Joseph's Catholic Infant School
,St Joseph's Catholic Infant School
10078341,"St Joseph's Catholic Infant School, Birtley"
10079611,St Joseph's Catholic Infants School
10075797,St Joseph's Catholic Junior School
10079487,St Joseph's Catholic Junior School
,St Joseph's Catholic Junior School
10074470,"St Joseph's Catholic Junior School, Birtley"
10080282,St Joseph's Catholic Primary and Nursery School
10053116,St Joseph's Catholic Primary and Nursery School
10076012,St Joseph's Catholic Primary School
10075993,St Joseph's Catholic Primary School
10075987,St Joseph's Catholic Primary School
10075975,St Joseph's Catholic Primary School
10071704,St Joseph's Catholic Primary School
10071672,St Joseph's Catholic Primary School
10071666,St Joseph's Catholic Primary School
10071650,St Joseph's Catholic Primary School
10071630,St Joseph's Catholic Primary School
10079509,St Joseph's Catholic Primary School
10079472,St Joseph's Catholic Primary School
10075032,St Joseph's Catholic Primary School
10078724,St Joseph's Catholic Primary School
10078679,St Joseph's Catholic Primary School
10078168,St Joseph's Catholic Primary School
10078669,St Joseph's Catholic Primary School
10078667,St Joseph's Catholic Primary School
10074451,St Joseph's Catholic Primary School
10074415,St Joseph's Catholic Primary School
10074408,St Joseph's Catholic Primary School
10074397,St Joseph's Catholic Primary School
10070225,St Joseph's Catholic Primary School
10074943,St Joseph's Catholic Primary School
10070187,St Joseph's Catholic Primary School
10075848,St Joseph's Catholic Primary School
10069814,St Joseph's Catholic Primary School
10076887,St Joseph's Catholic Primary School
10076864,St Joseph's Catholic Primary School
10076847,St Joseph's Catholic Primary School
10076844,St Joseph's Catholic Primary School
10076839,St Joseph's Catholic Primary School
10076838,St Joseph's Catholic Primary School
10070167,St Joseph's Catholic Primary School
10076837,St Joseph's Catholic Primary School
10076809,St Joseph's Catholic Primary School
10080319,St Joseph's Catholic Primary School
10080275,St Joseph's Catholic Primary School
10080274,St Joseph's Catholic Primary School
10080273,St Joseph's Catholic Primary School
10075805,St Joseph's Catholic Primary School
10080265,St Joseph's Catholic Primary School
10076044,St Joseph's Catholic Primary School
10075561,St Joseph's Catholic Primary School
10035118,St Joseph's Catholic Primary School
10038649,St Joseph's Catholic Primary School
10039399,St Joseph's Catholic Primary School
10043103,St Joseph's Catholic Primary School
10044506,St Joseph's Catholic Primary School
10044813,St Joseph's Catholic Primary School
10045629,St Joseph's Catholic Primary School
10045628,St Joseph's Catholic Primary School
10048071,St Joseph's Catholic Primary School
10048242,St Joseph's Catholic Primary School
10057299,St Joseph's Catholic Primary School
10080966,St Joseph's Catholic Primary School
10082964,St Joseph's Catholic Primary School
10081942,St Joseph's Catholic Primary School
10083682,St Joseph's Catholic Primary School
10084160,St Joseph's Catholic Primary School
10084159,St Joseph's Catholic Primary School
,St Joseph's Catholic Primary School
10083661,St Joseph's Catholic Primary School - a Catholic voluntary academy
10078661,St Joseph's Catholic Primary School (Dewsbury)
10074946,St Joseph's Catholic Primary School (Huddersfield)
,St Joseph's Catholic Primary School (Neath)
10039400,St Joseph's Catholic Primary School Castleford
10078701,St Joseph's Catholic Primary School Leigh
10074963,St Joseph's Catholic Primary School Upton
10047626,"St Joseph's Catholic Primary School, A Voluntary Academy"
10080352,"St Joseph's Catholic Primary School, Anderton"
10044505,"St Joseph's Catholic Primary School, Aylesham"
10046760,"St Joseph's Catholic Primary School, Banbury"
10070161,"St Joseph's Catholic Primary School, Barnoldswick"
10056142,"St Joseph's Catholic Primary School, Billingham"
10068061,"St Joseph's Catholic Primary School, Birkenhead"
10074465,"St Joseph's Catholic Primary School, Blaydon"
10070231,"St Joseph's Catholic Primary School, Bracknell"
10080283,"St Joseph's Catholic Primary School, Bridgwater"
10078664,"St Joseph's Catholic Primary School, Brighouse"
10080351,"St Joseph's Catholic Primary School, Brindle"
10045193,"St Joseph's Catholic Primary School, Broadstairs"
10080350,"St Joseph's Catholic Primary School, Chorley"
10069800,"St Joseph's Catholic Primary School, Christchurch"
10079425,"St Joseph's Catholic Primary School, Darlaston"
10035100,"St Joseph's Catholic Primary School, Devizes"
10045627,"St Joseph's Catholic Primary School, Exmouth"
10053096,"St Joseph's Catholic Primary School, Harrogate, A Voluntary Academy"
10076875,"St Joseph's Catholic Primary School, Harwich"
10076031,"St Joseph's Catholic Primary School, Haywards Heath"
10074484,"St Joseph's Catholic Primary School, Hunslet"
10072694,"St Joseph's Catholic Primary School, Lancaster"
10076028,"St Joseph's Catholic Primary School, Malmesbury"
10072686,"St Joseph's Catholic Primary School, Medlar-with-Wesham"
10044575,"St Joseph's Catholic Primary School, Moorthorpe"
10069770,"St Joseph's Catholic Primary School, Murton"
10047684,"St Joseph's Catholic Primary School, Northfleet"
10040643,"St Joseph's Catholic Primary School, Otley"
10080296,"St Joseph's Catholic Primary School, Oxford"
10045626,"St Joseph's Catholic Primary School, Poole"
10072731,"St Joseph's Catholic Primary School, Preston"
10040644,"St Joseph's Catholic Primary School, Pudsey"
10076055,"St Joseph's Catholic Primary School, Redhill"
10076867,"St Joseph's Catholic Primary School, SWF"
10041023,"St Joseph's Catholic Primary School, Thame"
10074958,"St Joseph's Catholic Primary School, Wallasey"
10078652,"St Joseph's Catholic Primary School, Wetherby"
10080341,"St Joseph's Catholic Primary School, Withnell"
10080331,"St Joseph's Catholic Primary School, Wrightington"
10036994,St Joseph's Catholic Primary Voluntary Academy
10017684,St Joseph's Catholic School
10037022,St Joseph's Catholic Voluntary Academy
10056527,St Joseph's Catholic Voluntary Academy
10068517,St Joseph's Catholic Voluntary Academy
10006207,St Joseph's College
10008514,St Joseph's College
10032965,St Joseph's College
10037493,St Joseph's College
10080531,St Joseph's Convent Independent Preparatory School
10075152,St Joseph's Convent School
,St Joseph's First School
10070242,St Joseph's in the Park
,St Joseph's Middle School
10080523,St Joseph's Park Hill School
10073504,St Joseph's Preparatory School
10040311,St Joseph's Primary School
,St Joseph's R.C.
,St Joseph's R.C. Primary School
,St Joseph's R.C. Primary School
,St Joseph's R.C. Primary School
,St Joseph's R.C. Primary School
10017734,St Joseph's RC High School and Sports College
10081244,St Joseph's RC Infant School
10079606,St Joseph's RC Infant School
10070738,St Joseph's RC Junior Infant and Nursery School
10071657,St Joseph's RC Junior School
10071692,St Joseph's RC Primary School
10071685,St Joseph's RC Primary School
10070708,St Joseph's RC Primary School
10078730,St Joseph's RC Primary School
10078158,St Joseph's RC Primary School
10076842,St Joseph's RC Primary School
10047625,St Joseph's RC Primary School
